,bed_type,Z_test_LIN_lt5c,Z_test_RF_lt5c,Z_test_GB_lt5c,Z_test_LIN_t07,Z_test_RF_t07,Z_test_GB_t07
0,0.0,0.3454668381363662,0.4411930225061957,0.3838503382859086,0.34859141162385376,0.03287763963388927,0.0431622876616235
1,1.0,0.355388525250908,0.32034996863884346,0.30387916603622894,0.33556633975551275,0.15129178845399963,0.15960316120628354
